Timestamp;Batttery;FREE_HEAP;MIN_FREE_HEAP
2025-03-22 11:48:55;27.446666717529297;80.988;76.40533333333333
2025-03-22 12:18:55;27.446666717529297;86.172;74.096
2025-03-22 12:48:55;27.480000178019207;86.16533333333332;74.096
2025-03-22 13:18:55;27.459999720255535;86.248;74.096
2025-03-22 13:48:55;27.479999542236328;86.24933333333333;74.096
2025-03-22 14:18:55;27.486666361490887;86.17466666666667;74.096
2025-03-22 14:48:55;27.46666653951009;86.17333333333333;74.096
2025-03-22 15:18:55;27.5;85.688;74.096
2025-03-22 15:48:55;27.516666412353516;85.61733333333333;74.096
2025-03-22 16:18:55;27.496666590372723;86.248;74.096
